location_id,parent_location_id,location_level,region,state,city,zip_code_prefix,latitude,longitude,customer_count,seller_count,order_count
05812,SP,zip_code,Sudeste,SP,sao paulo,5812,-23.654586824311853,-46.73390961587512,2.0,0.0,2.0
12949,SP,zip_code,Sudeste,SP,atibaia,12949,-23.15469407924917,-46.60258533809727,6.0,0.0,6.0
35240,MG,zip_code,Sudeste,MG,conselheiro pena,35240,-19.17195224435742,-41.47232916486093,15.0,0.0,15.0
01244,SP,zip_code,Sudeste,SP,sao paulo,1244,-23.55507490368748,-46.66456260367009,6.0,1.0,6.0
26282,RJ,zip_code,Sudeste,RJ,nova iguau,26282,-22.74357953092076,-43.466175969079224,2.0,0.0,2.0
44635,BA,zip_code,Nordeste,BA,varzea da roca,44635,-11.609008638987223,-40.13539738913612,0.0,0.0,0.0
25085,RJ,zip_code,Sudeste,RJ,duque de caxias,25085,-22.79903464620267,-43.292402302852565,2.0,0.0,2.0
36640,MG,zip_code,Sudeste,MG,mar de espanha,36640,-21.864248497488887,-42.99741016750369,9.0,0.0,9.0
37550,MG,zip_code,Sudeste,MG,pouso alegre,37550,-22.2202305,-45.9225945,53.0,1.0,53.0
03359,SP,zip_code,Sudeste,SP,so paulo,3359,-23.56692283236194,-46.548053795314175,2.0,0.0,2.0
04186,SP,zip_code,Sudeste,SP,sao paulo,4186,-23.64456915375959,-46.590317182901494,10.0,2.0,10.0
29395,ES,zip_code,Sudeste,ES,ibatiba,29395,-20.23249648116267,-41.501992214000154,9.0,0.0,9.0
58900,PB,zip_code,Nordeste,PB,cajazeiras,58900,-6.890893334910558,-38.57394342102699,12.0,0.0,12.0
08275,SP,zip_code,Sudeste,SP,sao paulo,8275,-23.57030088175894,-46.47218909755325,16.0,3.0,16.0
29308,ES,zip_code,Sudeste,ES,cachoeiro de itapemirim,29308,-20.841499787308948,-41.12146621269105,11.0,0.0,11.0
18214,SP,zip_code,Sudeste,SP,itapetininga,18214,-23.577090740152492,-48.02257715120699,5.0,0.0,5.0
38600,MG,zip_code,Sudeste,MG,paracatu,38600,-17.21326793095316,-46.881185526919445,63.0,0.0,63.0
39860,MG,zip_code,Sudeste,MG,nanuque,39860,-17.839054149144005,-40.342586261952505,25.0,0.0,25.0
37160,MG,zip_code,Sudeste,MG,campos gerais,37160,-21.23728570221948,-45.7578061761477,5.0,0.0,5.0
79210,MS,zip_code,Centro-Oeste,MS,anastacio,79210,-20.49340485679528,-55.798139215794976,2.0,0.0,2.0
35930,MG,zip_code,Sudeste,MG,joao monlevade,35930,-19.811102393929563,-43.19208305529199,37.0,1.0,37.0
05684,SP,zip_code,Sudeste,SP,sao paulo,5684,-23.605744525679455,-46.70547674672523,10.0,0.0,10.0
27323,RJ,zip_code,Sudeste,RJ,barra mansa,27323,-22.537205949851575,-44.16649918705177,15.0,0.0,15.0
39550,MG,zip_code,Sudeste,MG,taiobeiras,39550,-15.821083392781995,-42.22458531057636,13.0,0.0,13.0
11600,SP,zip_code,Sudeste,SP,sao sebastiao,11600,-23.8164620605055,-45.46617606480468,2.0,1.0,2.0
41100,BA,zip_code,Nordeste,BA,salvador,41100,-12.97015898930436,-38.470706971813584,19.0,0.0,19.0
20740,RJ,zip_code,Sudeste,RJ,rio de janeiro,20740,-22.896133208436723,-43.31286794685209,13.0,0.0,13.0
58028,PB,zip_code,Nordeste,PB,joo pessoa,58028,-7.103066814876796,-34.85649454884876,2.0,0.0,2.0
88348,SC,zip_code,Sul,SC,camboriu,88348,-27.007538599278956,-48.65574523430656,7.0,0.0,7.0
65072,MA,zip_code,Nordeste,MA,sao luis,65072,-2.506455114962342,-44.24526886771764,12.0,1.0,12.0
90050,RS,zip_code,Sul,RS,porto alegre,90050,-30.039933195943245,-51.22629218497896,28.0,0.0,28.0
13253,SP,zip_code,Sudeste,SP,itatiba,13253,-22.994855076424464,-46.81097015906951,19.0,1.0,19.0
48970,BA,zip_code,Nordeste,BA,senhor do bonfim,48970,-10.457806287253543,-40.19163090444238,19.0,0.0,19.0
09120,SP,zip_code,Sudeste,SP,santo andre,9120,-23.686780159587983,-46.49726238536564,15.0,0.0,15.0
12236,SP,zip_code,Sudeste,SP,sao jose dos campos,12236,-23.25084740367361,-45.893437805633155,36.0,0.0,36.0
27123,RJ,zip_code,Sudeste,RJ,barra do pirai,27123,-22.47028458872755,-43.8266574533243,8.0,0.0,8.0
36010,MG,zip_code,Sudeste,MG,juiz de fora,36010,-21.763150847625372,-43.34732404884875,36.0,3.0,36.0
78875,MT,zip_code,Centro-Oeste,MT,gaucha do norte,78875,-13.178693065793142,-53.2545217618595,2.0,0.0,2.0
39404,MG,zip_code,Sudeste,MG,montes claros,39404,-16.706789205404206,-43.83155721715496,17.0,0.0,17.0
53640,PE,zip_code,Nordeste,PE,igarassu,53640,-7.831465186796644,-34.91872407438395,0.0,0.0,0.0
08568,SP,zip_code,Sudeste,SP,poa,8568,-23.55618740383171,-46.348816746321205,1.0,0.0,1.0
36900,MG,zip_code,Sudeste,MG,manhuacu,36900,-20.25039497199956,-42.03449091740007,65.0,0.0,65.0
88200,SC,zip_code,Sul,SC,tijucas,88200,-27.23429446167684,-48.6443969537016,30.0,0.0,30.0
85601,PR,zip_code,Sul,PR,francisco beltrao,85601,-26.073085901223106,-53.04745383230705,24.0,2.0,24.0
50750,PE,zip_code,Nordeste,PE,recife,50750,-8.06375431779098,-34.90148058756994,6.0,0.0,6.0
36033,MG,zip_code,Sudeste,MG,juiz de fora,36033,-21.78245265071667,-43.36407818237746,17.0,0.0,17.0
89135,SC,zip_code,Sul,SC,apina,89135,-27.035950424627032,-49.390621493446496,7.0,0.0,7.0
96450,RS,zip_code,Sul,RS,dom pedrito,96450,-31.021289465300196,-54.18090710414471,10.0,0.0,10.0
27525,RJ,zip_code,Sudeste,RJ,resende,27525,-22.47436213266778,-44.49458205008949,23.0,1.0,23.0
89217,SC,zip_code,Sul,SC,joinville,89217,-26.28222056924808,-48.87883302844941,7.0,1.0,7.0
95900,RS,zip_code,Sul,RS,lajeado,95900,-29.462994096136512,-51.97024098194685,29.0,2.0,29.0
13142,SP,zip_code,Sudeste,SP,paulinia,13142,-22.79604286733222,-47.183787916873456,27.0,0.0,27.0
76510,GO,zip_code,Centro-Oeste,GO,crixas,76510,-14.539943319023868,-49.97009114433997,8.0,0.0,8.0
29780,ES,zip_code,Sudeste,ES,sao gabriel da palha,29780,-19.02050565356858,-40.54229776694597,14.0,0.0,14.0
09781,SP,zip_code,Sudeste,SP,so bernardo do campo,9781,-23.72736220846996,-46.5314421741418,22.0,0.0,22.0
37701,MG,zip_code,Sudeste,MG,poos de caldas,37701,-21.784996211813308,-46.565618327936704,67.0,0.0,67.0
87140,PR,zip_code,Sul,PR,paicandu,87140,-23.44989725246827,-52.03258957344852,9.0,1.0,9.0
75144,GO,zip_code,Centro-Oeste,GO,anapolis,75144,-16.33228453422586,-48.9769057664022,1.0,0.0,1.0
17180,SP,zip_code,Sudeste,SP,iacanga,17180,-21.89304856948271,-49.0221143496064,6.0,0.0,6.0
01307,SP,zip_code,Sudeste,SP,sao paulo,1307,-23.553325174562964,-46.65245602138027,29.0,0.0,29.0
40150,BA,zip_code,Nordeste,BA,salvador,40150,-12.99866020650348,-38.522082457672134,18.0,0.0,18.0
75906,GO,zip_code,Centro-Oeste,GO,rio verde,75906,-17.80377333066689,-50.92758587669169,5.0,0.0,5.0
35661,MG,zip_code,Sudeste,MG,para de minas,35661,-19.875281320661266,-44.61008069515963,15.0,0.0,15.0
56000,PE,zip_code,Nordeste,PE,salgueiro,56000,-8.075519999999997,-39.12671186282333,17.0,0.0,17.0
06843,SP,zip_code,Sudeste,SP,embu das artes,6843,-23.681785787408323,-46.864413120866786,7.0,0.0,7.0
87600,PR,zip_code,Sul,PR,nova esperanca,87600,-23.184030294350286,-52.20374182793832,8.0,0.0,8.0
87504,PR,zip_code,Sul,PR,umuarama,87504,-23.754162165086044,-53.315987069585745,8.0,1.0,8.0
14800,SP,zip_code,Sudeste,SP,araraquara,14800,-21.802687187344898,-48.17612992284608,17.0,0.0,17.0
38400,MG,zip_code,Sudeste,MG,uberlandia,38400,-18.895152059120527,-48.25864119011486,87.0,4.0,87.0
96930,RS,zip_code,Sul,RS,candelaria,96930,-29.663441156339296,-52.789468119297496,4.0,0.0,4.0
02216,SP,zip_code,Sudeste,SP,sao paulo,2216,-23.493913889260764,-46.57940198987245,1.0,0.0,1.0
26275,RJ,zip_code,Sudeste,RJ,nova iguacu,26275,-22.754454620020148,-43.49453412319197,3.0,0.0,3.0
89868,SC,zip_code,Sul,SC,saudades,89868,-26.926327146486894,-52.99017891270768,4.0,0.0,4.0
05848,SP,zip_code,Sudeste,SP,sao paulo,5848,-23.65685448590773,-46.75778197836609,4.0,0.0,4.0
87015,PR,zip_code,Sul,PR,maringa,87015,-23.425218270509266,-51.95836721310858,12.0,6.0,12.0
30690,MG,zip_code,Sudeste,MG,belo horizonte,30690,-19.981496620030065,-44.04188476311384,8.0,0.0,8.0
04152,SP,zip_code,Sudeste,SP,so paulo,4152,-23.624876304749243,-46.62600887760399,10.0,0.0,10.0
55152,PE,zip_code,Nordeste,PE,belo jardim,55152,-8.337409839729835,-36.430735182054896,2.0,0.0,2.0
03985,SP,zip_code,Sudeste,SP,sao paulo,3985,-23.604609520399336,-46.514179513878474,5.0,0.0,5.0
06361,SP,zip_code,Sudeste,SP,carapicuiba,6361,-23.563048729120464,-46.84136629894997,10.0,0.0,10.0
39555,MG,zip_code,Sudeste,MG,berizal,39555,-15.710175288847552,-41.79343213578463,1.0,0.0,1.0
28630,RJ,zip_code,Sudeste,RJ,nova friburgo,28630,-22.240204281917556,-42.55032369000786,10.0,2.0,10.0
02442,SP,zip_code,Sudeste,SP,sao paulo,2442,-23.475620221478476,-46.64252365805877,6.0,0.0,6.0
37440,MG,zip_code,Sudeste,MG,caxambu,37440,-21.974581273992644,-44.931936562708074,17.0,0.0,17.0
28941,RJ,zip_code,Sudeste,RJ,so pedro da aldeia,28941,-22.8348665317048,-42.0998257305535,17.0,1.0,17.0
06804,SP,zip_code,Sudeste,SP,embu das artes,6804,-23.64482658520916,-46.852836812759776,4.0,0.0,4.0
98530,RS,zip_code,Sul,RS,barra do guarita,98530,-27.192464425326055,-53.71041524370879,0.0,0.0,0.0
79009,MS,zip_code,Centro-Oeste,MS,campo grande,79009,-20.45675953621103,-54.626642779906504,2.0,0.0,2.0
88830,SC,zip_code,Sul,SC,morro da fumaca,88830,-28.651841608187336,-49.20603228039943,7.0,0.0,7.0
26012,RJ,zip_code,Sudeste,RJ,nova iguacu,26012,-22.739859117235632,-43.438344498781234,9.0,0.0,9.0
78300,MT,zip_code,Centro-Oeste,MT,tangara da serra,78300,-14.607748899839985,-57.48010335807277,24.0,0.0,24.0
98200,RS,zip_code,Sul,RS,ibiruba,98200,-28.633405873002783,-53.092554930473526,21.0,0.0,21.0
45848,BA,zip_code,Nordeste,BA,itabela,45848,-16.57626929992458,-39.56610602308878,4.0,0.0,4.0
95013,RS,zip_code,Sul,RS,caxias do sul,95013,-29.16944349161189,-51.19971549161188,1.0,2.0,1.0
20756,RJ,zip_code,Sudeste,RJ,rio de janeiro,20756,-22.88887066861901,-43.30744058130887,10.0,1.0,10.0
13060,SP,zip_code,Sudeste,SP,campinas,13060,-22.93950300360668,-47.120472481822354,68.0,2.0,68.0
08331,SP,zip_code,Sudeste,SP,sao paulo,8331,-23.607695068079504,-46.47031814975378,7.0,0.0,7.0
30662,MG,zip_code,Sudeste,MG,belo horizonte,30662,-19.988487691095816,-44.04675540813088,18.0,0.0,18.0
89063,SC,zip_code,Sul,SC,blumenau,89063,-26.80624630760981,-49.08779543957013,4.0,1.0,4.0
29043,ES,zip_code,Sudeste,ES,vitoria,29043,-20.29297705720125,-40.32211235613974,10.0,0.0,10.0
26262,RJ,zip_code,Sudeste,RJ,nova iguau,26262,-22.754806517423138,-43.49082081285252,5.0,0.0,5.0
03186,SP,zip_code,Sudeste,SP,sao paulo,3186,-23.56726954731953,-46.5841802514571,8.0,1.0,8.0
05126,SP,zip_code,Sudeste,SP,sao paulo,5126,-23.50174298834324,-46.74119207271052,3.0,1.0,3.0
19010,SP,zip_code,Sudeste,SP,presidente prudente,19010,-22.119387943330093,-51.38674322316914,17.0,1.0,17.0
32672,MG,zip_code,Sudeste,MG,betim,32672,-19.93658495337295,-44.171593905216696,13.0,1.0,13.0
08160,SP,zip_code,Sudeste,SP,sao paulo,8160,-23.509133025535217,-46.41126150721335,17.0,0.0,17.0
11663,SP,zip_code,Sudeste,SP,caraguatatuba,11663,-23.612837449279077,-45.389782524909656,0.0,0.0,0.0
87043,PR,zip_code,Sul,PR,maringa,87043,-23.402669873888005,-51.893885827980114,13.0,2.0,13.0
23047,RJ,zip_code,Sudeste,RJ,rio de janeiro,23047,-22.92744345406544,-43.5653325992267,7.0,0.0,7.0
89225,SC,zip_code,Sul,SC,joinville,89225,-26.23092752964453,-48.80478575045422,10.0,1.0,10.0
32113,MG,zip_code,Sudeste,MG,contagem,32113,-19.878772892266557,-44.025193648789866,7.0,0.0,7.0
88106,SC,zip_code,Sul,SC,so jos,88106,-27.596075268174115,-48.639588387376214,18.0,0.0,18.0
13510,SP,zip_code,Sudeste,SP,santa gertrudes,13510,-22.457604933370913,-47.54147046597298,12.0,0.0,12.0
62940,CE,zip_code,Nordeste,CE,morada nova,62940,-5.105888119775894,-38.36872277356426,9.0,0.0,9.0
15075,SP,zip_code,Sudeste,SP,sao jose do rio preto,15075,-20.820192038495172,-49.35417926946619,5.0,1.0,5.0
75380,GO,zip_code,Centro-Oeste,GO,trindade,75380,-16.657644751958486,-49.503379778424694,0.0,0.0,0.0
03981,SP,zip_code,Sudeste,SP,sao paulo,3981,-23.6139204161431,-46.51753454928499,1.0,0.0,1.0
31050,MG,zip_code,Sudeste,MG,belo horizonte,31050,-19.900353660744504,-43.89034842380469,10.0,1.0,10.0
38770,MG,zip_code,Sudeste,MG,joo pinheiro,38770,-17.733567305915827,-46.185046931179315,16.0,1.0,16.0
95780,RS,zip_code,Sul,RS,montenegro,95780,-29.678186028666207,-51.449074202446255,32.0,2.0,32.0
04164,SP,zip_code,Sudeste,SP,sao paulo,4164,-23.62343730030584,-46.608773657510504,5.0,1.0,5.0
64900,PI,zip_code,Nordeste,PI,bom jesus,64900,-9.072422995349758,-44.355728311563965,4.0,0.0,4.0
39403,MG,zip_code,Sudeste,MG,montes claros,39403,-16.759981312984884,-43.863138785135256,26.0,0.0,26.0
06184,SP,zip_code,Sudeste,SP,osasco,6184,-23.540462580904844,-46.80750349220971,10.0,0.0,10.0
35865,MG,zip_code,Sudeste,MG,dom joaquim,35865,-18.967278193553952,-43.25374441447386,2.0,0.0,2.0
02850,SP,zip_code,Sudeste,SP,sao paulo,2850,-23.460173298084147,-46.6858396357262,1.0,0.0,1.0
49048,SE,zip_code,Nordeste,SE,aracaju,49048,-10.942642256737214,-37.07582151110849,11.0,0.0,11.0
99500,RS,zip_code,Sul,RS,carazinho,99500,-28.28477579174662,-52.784062512475934,24.0,3.0,24.0
38050,MG,zip_code,Sudeste,MG,uberaba,38050,-19.753922598389977,-47.95544509838999,14.0,0.0,14.0
14090,SP,zip_code,Sudeste,SP,ribeirao preto,14090,-21.178994311962597,-47.78657723910785,33.0,5.0,33.0
70845,DF,zip_code,Centro-Oeste,DF,braslia,70845,-15.774487090344673,-47.8760683222939,1.0,0.0,1.0
93020,RS,zip_code,Sul,RS,sao leopoldo,93020,-29.78816649276175,-51.13951128294167,6.0,0.0,6.0
41270,BA,zip_code,Nordeste,BA,salvador,41270,-12.91838554655957,-38.47301337326279,2.0,0.0,2.0
13570,SP,zip_code,Sudeste,SP,sao carlos,13570,-22.02813542714524,-47.88535276311384,7.0,2.0,7.0
75084,GO,zip_code,Centro-Oeste,GO,anapolis,75084,-16.310044834476727,-48.938337443183336,2.0,0.0,2.0
84046,PR,zip_code,Sul,PR,ponta grossa,84046,-25.140246486303745,-50.1682486179246,2.0,0.0,2.0
84010,PR,zip_code,Sul,PR,ponta grossa,84010,-25.098710783513184,-50.15844999610484,16.0,3.0,16.0
18147,SP,zip_code,Sudeste,SP,aracariguama,18147,-23.441133275206617,-47.061047325475386,10.0,0.0,10.0
90038,RS,zip_code,Sul,RS,porto alegre,90038,-30.026346286427376,-51.22249899457566,1.0,0.0,1.0
12091,SP,zip_code,Sudeste,SP,taubate,12091,-23.041029577561066,-45.56684181312855,7.0,0.0,7.0
45652,BA,zip_code,Nordeste,BA,ilheus,45652,-14.792959820008209,-39.03683803700133,6.0,0.0,6.0
36680,MG,zip_code,Sudeste,MG,sao joao nepomuceno,36680,-21.53687174701468,-43.01069118973898,15.0,0.0,15.0
04960,SP,zip_code,Sudeste,SP,so paulo,4960,-23.725935115182633,-46.78896507285475,10.0,0.0,10.0
23932,RJ,zip_code,Sudeste,RJ,angra dos reis,23932,-22.980023518991576,-44.30184974935752,4.0,0.0,4.0
44044,BA,zip_code,Nordeste,BA,feira de santana,44044,-12.209966225085152,-38.995348505135894,2.0,0.0,2.0
40349,BA,zip_code,Nordeste,BA,salvador,40349,-12.937189434640764,-38.49095431889342,0.0,0.0,0.0
04415,SP,zip_code,Sudeste,SP,sao paulo,4415,-23.674626000000004,-46.63665,5.0,0.0,5.0
35700,MG,zip_code,Sudeste,MG,sete lagoas,35700,-19.44770370895588,-44.26121337681139,71.0,3.0,71.0
79200,MS,zip_code,Centro-Oeste,MS,aquidauana,79200,-20.47500229277628,-55.763077020748455,4.0,0.0,4.0
03134,SP,zip_code,Sudeste,SP,sao paulo,3134,-23.58262680544173,-46.58524811310515,10.0,1.0,10.0
45992,BA,zip_code,Nordeste,BA,teixeira de freitas,45992,-17.532743453244887,-39.73368790296187,6.0,0.0,6.0
97502,RS,zip_code,Sul,RS,uruguaiana,97502,-29.76389165146242,-57.072266987458505,16.0,1.0,16.0
87750,PR,zip_code,Sul,PR,alto parana,87750,-23.132276045149748,-52.31935214282519,2.0,0.0,2.0
75400,GO,zip_code,Centro-Oeste,GO,inhumas,75400,-16.36215716411439,-49.495299022224415,16.0,0.0,16.0
48904,BA,zip_code,Nordeste,BA,juazeiro,48904,-9.413630999999995,-40.49925975000001,6.0,0.0,6.0
04119,SP,zip_code,Sudeste,SP,sao paulo,4119,-23.606146341104505,-46.635123007213345,22.0,1.0,22.0
40270,BA,zip_code,Nordeste,BA,salvador,40270,-12.97087104662704,-38.486378441023696,8.0,0.0,8.0
95880,RS,zip_code,Sul,RS,estrela,95880,-29.478408233971955,-51.95272958950319,16.0,0.0,16.0
02161,SP,zip_code,Sudeste,SP,sao paulo,2161,-23.491336644250858,-46.57027209074651,4.0,0.0,4.0
32470,MG,zip_code,Sudeste,MG,mrio campos,32470,-20.061355625118377,-44.15964768571476,4.0,0.0,4.0
08503,SP,zip_code,Sudeste,SP,ferraz de vasconcelos,8503,-23.55302867638063,-46.35943062753188,2.0,0.0,2.0
95588,RS,zip_code,Sul,RS,xangril,95588,-29.77111395537942,-50.04887459793083,8.0,0.0,8.0
11730,SP,zip_code,Sudeste,SP,mongagua,11730,-24.096648242865648,-46.64474171972598,42.0,0.0,42.0
45700,BA,zip_code,Nordeste,BA,itapetinga,45700,-15.295133999999944,-40.14088999999995,18.0,0.0,18.0
63200,CE,zip_code,Nordeste,CE,misso velha,63200,-7.247640028173198,-39.13832004695532,1.0,0.0,1.0
05833,SP,zip_code,Sudeste,SP,sao paulo,5833,-23.67298466835259,-46.75685842697998,5.0,0.0,5.0
02552,SP,zip_code,Sudeste,SP,sao paulo,2552,-23.499531303364265,-46.6628554067459,5.0,0.0,5.0
53060,PE,zip_code,Nordeste,PE,olinda,53060,-7.975793410088136,-34.852675554336706,2.0,0.0,2.0
05868,SP,zip_code,Sudeste,SP,sao paulo,5868,-23.670882670783193,-46.78394821218187,10.0,0.0,10.0
13919,SP,zip_code,Sudeste,SP,jaguariuna,13919,-22.70649809255354,-46.988266209233494,0.0,0.0,0.0
28030,RJ,zip_code,Sudeste,RJ,campos dos goytacazes,28030,-21.75985308878377,-41.34524698233073,30.0,0.0,30.0
99690,RS,zip_code,Sul,RS,liberato salzano,99690,-27.598958458978604,-53.0753070635032,1.0,0.0,1.0
21550,RJ,zip_code,Sudeste,RJ,rio de janeiro,21550,-22.86279040882338,-43.353169574528195,14.0,0.0,14.0
13338,SP,zip_code,Sudeste,SP,indaiatuba,13338,-23.089263181441087,-47.18920372974521,9.0,0.0,9.0
19800,SP,zip_code,Sudeste,SP,assis,19800,-22.668408670552253,-50.414721259651415,15.0,1.0,15.0
13203,SP,zip_code,Sudeste,SP,jundiai,13203,-23.211153449362236,-46.85849054954125,16.0,1.0,16.0
36315,MG,zip_code,Sudeste,MG,rio das mortes,36315,-21.18896953180941,-44.32759224225704,0.0,0.0,0.0
88811,SC,zip_code,Sul,SC,criciuma,88811,-28.677959117941317,-49.362747572491955,7.0,0.0,7.0
29730,ES,zip_code,Sudeste,ES,baixo guandu,29730,-19.519696833672867,-41.00546116690597,8.0,0.0,8.0
04710,SP,zip_code,Sudeste,SP,so paulo,4710,-23.62558677047145,-46.70035298473655,10.0,1.0,10.0
78093,MT,zip_code,Centro-Oeste,MT,cuiaba,78093,-15.613793965750716,-56.06782348490665,1.0,0.0,1.0
93900,RS,zip_code,Sul,RS,ivoti,93900,-29.616441058813994,-51.17498945934494,13.0,1.0,13.0
23066,RJ,zip_code,Sudeste,RJ,rio de janeiro,23066,-22.89021840132583,-43.63554123370896,16.0,0.0,16.0
23545,RJ,zip_code,Sudeste,RJ,rio de janeiro,23545,-22.973145684978977,-43.70798020607079,11.0,0.0,11.0
96010,RS,zip_code,Sul,RS,pelotas,96010,-31.76821122147847,-52.33618923509713,27.0,0.0,27.0
68376,PA,zip_code,Norte,PA,altamira,68376,-3.220995626744915,-52.23061390117375,2.0,0.0,2.0
08180,SP,zip_code,Sudeste,SP,sao paulo,8180,-23.490900136274465,-46.41315343450284,12.0,2.0,12.0
37132,MG,zip_code,Sudeste,MG,alfenas,37132,-21.431402999999992,-45.955341,5.0,0.0,5.0
13562,SP,zip_code,Sudeste,SP,sao carlos,13562,-22.00197993949449,-47.912028118241054,11.0,0.0,11.0
31573,MG,zip_code,Sudeste,MG,belo horizonte,31573,-19.81482688703906,-43.99015283720936,9.0,1.0,9.0
04345,SP,zip_code,Sudeste,SP,sao paulo,4345,-23.64802441020835,-46.645717582722504,0.0,0.0,0.0
57010,AL,zip_code,Nordeste,AL,maceio,57010,-9.667202982514851,-35.75477750805007,10.0,0.0,10.0
18540,SP,zip_code,Sudeste,SP,porto feliz,18540,-23.21564537883079,-47.515054240600485,22.0,0.0,22.0
03319,SP,zip_code,Sudeste,SP,so paulo,3319,-23.54405104469381,-46.55808531764676,9.0,1.0,9.0
65051,MA,zip_code,Nordeste,MA,sao luis,65051,-2.549188727335149,-44.21486682596753,4.0,0.0,4.0
22750,RJ,zip_code,Sudeste,RJ,rio de janeiro,22750,-22.938260343326203,-43.332799279358234,51.0,0.0,51.0
07030,SP,zip_code,Sudeste,SP,guarulhos,7030,-23.49303699194991,-46.547367286427374,6.0,0.0,6.0
97670,RS,zip_code,Sul,RS,sao borja,97670,-28.63733106878427,-56.00270116464402,18.0,0.0,18.0
09351,SP,zip_code,Sudeste,SP,maua,9351,-23.691423030444614,-46.44620133080989,30.0,0.0,30.0
87504,PR,zip_code,Sul,PR,umuarama,87504,-23.746189500000003,-53.30263049999999,8.0,1.0,8.0
71625,DF,zip_code,Centro-Oeste,DF,brasilia,71625,-15.838296945944249,-47.88137588391452,5.0,0.0,5.0
06855,SP,zip_code,Sudeste,SP,itapecerica da serra,6855,-23.69708151764266,-46.82867181611095,6.0,0.0,6.0
89711,SC,zip_code,Sul,SC,concordia,89711,-27.229527726580812,-51.991984639555106,5.0,0.0,5.0
83504,PR,zip_code,Sul,PR,almirante tamandare,83504,-25.342133667782292,-49.26864974508045,4.0,0.0,4.0
06755,SP,zip_code,Sudeste,SP,taboao da serra,6755,-23.600131407438397,-46.7671935910324,8.0,0.0,8.0
87305,PR,zip_code,Sul,PR,campo mouro,87305,-24.05325429180832,-52.40056182436614,2.0,0.0,2.0
80240,PR,zip_code,Sul,PR,curitiba,80240,-25.451432319988992,-49.30247357076414,44.0,4.0,44.0
85816,PR,zip_code,Sul,PR,cascavel,85816,-24.95475056618966,-53.429748584107486,6.0,1.0,6.0
87120,PR,zip_code,Sul,PR,floresta,87120,-23.61401628844654,-52.085336426414486,5.0,1.0,5.0
88034,SC,zip_code,Sul,SC,florianpolis,88034,-27.593354084655747,-48.49652583166946,43.0,0.0,43.0
14750,SP,zip_code,Sudeste,SP,pitangueiras,14750,-21.01094475596129,-48.209257540098925,18.0,1.0,18.0
16075,SP,zip_code,Sudeste,SP,aracatuba,16075,-21.18358444524255,-50.45329045464101,5.0,0.0,5.0
02336,SP,zip_code,Sudeste,SP,sao paulo,2336,-23.48071305900796,-46.61835678306717,4.0,1.0,4.0
88350,SC,zip_code,Sul,SC,brusque,88350,-27.099978463788965,-48.935330161809674,8.0,2.0,8.0
35570,MG,zip_code,Sudeste,MG,formiga,35570,-20.454840728184703,-45.420527065697264,32.0,4.0,32.0
99260,RS,zip_code,Sul,RS,casca,99260,-28.563989930813747,-51.976836504667105,7.0,0.0,7.0
35380,MG,zip_code,Sudeste,MG,urucania,35380,-20.345236517988187,-42.778389063887346,1.0,0.0,1.0
31742,MG,zip_code,Sudeste,MG,belo horizonte,31742,-19.827651906193637,-43.94128400266825,19.0,0.0,19.0
83730,PR,zip_code,Sul,PR,contenda,83730,-25.648281767949285,-49.50996909684006,1.0,0.0,1.0
95010,RS,zip_code,Sul,RS,caxias do sul,95010,-29.167836509324985,-51.182858490675024,6.0,0.0,6.0
97090,RS,zip_code,Sul,RS,santa maria,97090,-29.68366872095628,-53.78211838287735,2.0,0.0,2.0
79051,MS,zip_code,Centro-Oeste,MS,campo grande,79051,-20.48199397227173,-54.58516064643066,16.0,0.0,16.0
03022,SP,zip_code,Sudeste,SP,sao paulo,3022,-23.524721194279028,-46.60283666734364,4.0,0.0,4.0
44775,BA,zip_code,Nordeste,BA,filadelfia,44775,-10.74248367715116,-40.13498827655869,1.0,0.0,1.0
39270,MG,zip_code,Sudeste,MG,pirapora,39270,-17.344032588982216,-44.9431434209025,42.0,0.0,42.0
22441,RJ,zip_code,Sudeste,RJ,rio de janeiro,22441,-22.98574034165276,-43.224169201223354,27.0,0.0,27.0
36955,MG,zip_code,Sudeste,MG,mutum,36955,-19.819303274074976,-41.43622739248919,8.0,0.0,8.0
45360,BA,zip_code,Nordeste,BA,maracas,45360,-13.435862530524147,-40.43635751392433,5.0,0.0,5.0
22730,RJ,zip_code,Sudeste,RJ,rio de janeiro,22730,-22.922313411333537,-43.36792832402338,22.0,0.0,22.0
88139,SC,zip_code,Sul,SC,palhoca,88139,-27.88789044840367,-48.58865025217682,1.0,0.0,1.0
17900,SP,zip_code,Sudeste,SP,dracena,17900,-21.486388177717284,-51.534526972940014,28.0,1.0,28.0
94420,RS,zip_code,Sul,RS,viamao,94420,-30.007799638992275,-51.032890288126126,6.0,0.0,6.0
68015,PA,zip_code,Norte,PA,santarem,68015,-2.4364777691671224,-54.69976985624087,0.0,0.0,0.0
09607,SP,zip_code,Sudeste,SP,sao bernardo do campo,9607,-23.67288248211082,-46.5621925284494,2.0,0.0,2.0
04844,SP,zip_code,Sudeste,SP,sao paulo,4844,-23.74490304744791,-46.701472038081334,25.0,0.0,25.0
88111,SC,zip_code,Sul,SC,sao jose,88111,-27.570965836377283,-48.6402660469151,16.0,0.0,16.0
06435,SP,zip_code,Sudeste,SP,barueri,6435,-23.532553125248032,-46.88547951914481,10.0,0.0,10.0
