product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
0505f239830b15ffbd923b4113a96855,malas_acessorios,44,503,8,250,20,26,15
2402257ef60c01379113638864b21035,utilidades_domesticas,56,577,4,7300,45,15,34
b0b6c0bcc946a842de76a06f28722962,fashion_bolsas_e_acessorios,24,532,5,300,16,12,12
80f258d43a984e2e7af7f1e1163e4018,pet_shop,59,805,1,1100,20,15,15
014d94f219fbff1166b9cf700eee36b2,relogios_presentes,50,556,1,400,18,12,12
7f8bacbe759179781b50331ea609f7f8,malas_acessorios,57,1182,2,1400,43,27,43
5ea135a7b8448e88c3fa7696860b3c3d,malas_acessorios,44,132,2,400,20,10,16
b1d207586fca400a2370d50a9ba1da98,UNKNOWN,0,0,0,350,16,4,11
41fbde40144efcd09db07250981d7b93,automotivo,51,840,1,5500,45,20,45
1707ef553eb000d860fff09e3d08b037,informatica_acessorios,58,565,2,250,16,5,11
7dba49d05059dfa721e63caf83965829,moveis_decoracao,56,288,1,17100,56,38,48
8d05b2c8739a97a9b912b206eed6a0aa,papelaria,56,683,2,250,30,5,16
25a1d9b4eeca995f38b898c7ab6288ef,utilidades_domesticas,57,321,3,617,17,14,15
473ecd4c15ecda05e4044ef14f1f4c2e,fashion_bolsas_e_acessorios,41,827,1,100,16,5,16
f6e0b7ccc34e4decc1b855f8da06a5fc,brinquedos,59,257,3,900,30,4,20
0e7467f597732a74c1f98f7703117626,beleza_saude,49,787,1,50,16,11,16
5b7c32f42abb2937624d6a8452edae3b,utilidades_domesticas,34,250,2,1550,45,10,35
b496f6a5bc0c6f8ecec1b1d06498c702,telefonia,26,430,3,50,19,5,11
9a5c3baf8fc729c7332a1523d0f4cbd1,moveis_decoracao,40,243,3,5975,51,8,51
48eac3eaf2e50b5f37248cf116476a06,esporte_lazer,31,236,2,950,60,15,15
9375d96ff0ad81493ff5231497e170f1,dvds_blu_ray,39,593,1,200,20,2,14
375e5a8fcf452959ad89ad40ea2839aa,utilidades_domesticas,40,649,1,200,23,13,22
5afdd6208e8a2f20395ad08f90dfe8d3,automotivo,52,347,1,5400,40,30,40
47ac1c318ec3ad95a8c89005e384f6e8,automotivo,44,174,2,600,30,30,30
6aa063e063f2ab982b471e58afe06d72,cama_mesa_banho,57,126,2,9000,50,55,25
500909059ad72b36b2554150cc327edb,cama_mesa_banho,39,1140,1,3100,30,25,30
bd6e6fce9ada76ea2db0f1912e8e478f,cama_mesa_banho,49,381,1,850,40,18,25
3c726b5f595b976b4348899225d955a5,brinquedos,58,822,8,805,28,37,25
e54ff091b59423b5fa989f753d3bcd8c,moveis_decoracao,50,510,2,500,80,20,20
f07c770a1f1628deda545e01082a0d6d,beleza_saude,35,1014,1,599,16,10,14
4e1346d7b7e02c737a366b086462e33e,cama_mesa_banho,59,477,1,250,16,10,16
8d117b157de0b1a41b75de2833fd4f6e,consoles_games,55,1683,1,625,21,13,13
3dd519e4024a114cdf2825caa88c6091,cama_mesa_banho,46,164,1,1650,44,24,37
dbd91d7511ed7f4e61be3a191082644e,perfumaria,39,586,1,567,20,13,16
bf7db234b1df51fc5383311019d63fae,cama_mesa_banho,58,271,1,1600,34,7,32
49d23d4887468040921b413a6d4f3ec7,cama_mesa_banho,52,1072,1,1350,39,7,31
d41322ce7da20b675c1d9b927da128ef,telefonia,60,733,5,300,17,4,12
1144808d80753334c836d4bfab367400,informatica_acessorios,56,257,1,325,46,8,20
5d983d66e379e5200d979878175c7af4,utilidades_domesticas,59,595,2,900,21,21,21
96b84df3582b12cc062543cee325b38e,fashion_bolsas_e_acessorios,30,128,2,100,16,9,11
35997e7b3823b0bb5947dce1986cfb61,livros_importados,59,549,1,700,33,2,23
701cfdaf6cb0e11a4200ec31fab1997e,moveis_decoracao,32,420,6,1067,34,12,29
5494497e1078148d7b0e41d4551412a7,cama_mesa_banho,59,678,1,1250,23,17,19
2152380ff2e0afbc8c1c5b7c72732c40,moveis_decoracao,57,216,1,1300,40,6,32
0e122649ef24efa2051127c4018b13e5,sinalizacao_e_seguranca,41,1243,2,10200,53,45,16
f7ee078cfab4ad9144e1d75fd0258c5b,perfumaria,56,703,4,650,43,16,27
3dc31714cd00417f915d86a494e6b598,cama_mesa_banho,51,138,1,967,36,7,31
115d882d50c476a481e899b79aca6174,eletrodomesticos,59,1304,1,600,18,10,16
77b433708de78b6f08c64d3cb465ad8c,telefonia,37,166,4,200,16,4,13
9cd9443e9002f8be88682ef102d771c1,cool_stuff,55,1895,5,2250,50,30,30
140048a7ca8c50c44a58532471837660,relogios_presentes,60,616,5,350,20,2,16
0acad8a389d9ac863b63a5bd91d18697,brinquedos,43,1223,1,400,17,12,12
86ae34138b66d08c1d885736ba39e6df,cama_mesa_banho,50,476,2,1470,47,9,38
63456bc0cfe423fc6621bdd93fd0337c,informatica_acessorios,46,323,1,125,12,10,10
54ae1a64e9af8424bcf3162a0df487c7,esporte_lazer,43,1435,5,450,40,10,20
b3547583f59191a94cb364defe30e9ec,telefonia,29,156,1,50,18,18,18
0f40837cdd9606e43215010f9e8fce41,brinquedos,39,618,1,1600,40,11,35
ba5d5d6bb022a34df6fe5b5e8c8002ad,esporte_lazer,55,1174,3,400,20,6,15
b687f7d54b34a215172bf55f9584584a,ferramentas_jardim,49,374,1,900,30,10,20
7e1283a5fded327a53d039a113eb543a,moveis_decoracao,47,2127,1,500,46,19,15
055019def765ce08da9fac0585e927c3,bebes,63,884,5,300,24,7,17
6ea6babb12521a80daebf65b6d0c864f,esporte_lazer,50,970,1,600,16,16,16
57dcf5497a141d23764008088c8d9974,esporte_lazer,49,858,1,1250,35,30,30
5e7d879a43c998d6c60a18ea8eba7728,automotivo,54,1198,6,5000,53,43,11
5e560c2bf4bf75f9c836af727033f3c2,moveis_escritorio,51,2206,1,20500,58,28,58
9754ea6652dc3e06be088797f85f4ee5,utilidades_domesticas,48,222,4,400,20,20,18
e502a4cfd9526d141774f8f7b3d2f782,informatica_acessorios,59,129,2,100,16,8,11
83b7e1ec294af41b21657b105834c836,esporte_lazer,49,3148,8,325,19,14,17
0c90f0cece2b9c521af7c85ace4794be,moveis_decoracao,41,411,1,4800,62,6,62
68bfdbfe84f03af17733b10362f10020,moveis_decoracao,63,244,4,600,29,12,23
3e8defa155f10823f9e150b05ad71408,esporte_lazer,49,801,3,300,20,10,20
e53023ab8367557ec53afdc82e03121b,relogios_presentes,43,540,1,425,22,14,21
fac6b6ac6697b0e439e1dc0203b1ec53,utilidades_domesticas,48,389,1,3200,16,10,16
83d55cbbf59542a0cb94f61387889254,cool_stuff,33,174,3,400,30,30,15
bbe2718f3f392fdea27314d5e2f3287e,esporte_lazer,56,964,3,500,24,22,22
f529ca0f6c6d8ea226840a3ffb3109ea,papelaria,52,2209,5,750,40,50,25
e74c906e50417096a9c1fb2c5860b010,utilidades_domesticas,54,698,1,5900,65,12,45
5a5d7d4e7f23de210890506c818d2b8a,UNKNOWN,0,0,0,800,48,40,11
890b077b34b5d22c8c56d60536ab9e75,esporte_lazer,51,2648,1,175,18,16,16
ace2ee0158ebad178e6616ad39507b8d,moveis_decoracao,60,2047,2,600,60,7,14
a7c71ae3c8f9ee009eaf1bdcffa55012,automotivo,59,218,1,150,30,30,30
db7c8db5c70ae474fb9caa8c54454854,cama_mesa_banho,53,196,3,650,37,23,35
3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,55,815,4,1600,25,8,25
10335f29114548c89998eb43398f58e5,relogios_presentes,59,718,5,250,16,2,11
609c35bf8122d5ab8186ed7a6bfcd843,beleza_saude,39,345,1,250,18,8,18
58f88ebb71c90b2d46a5b297ae6c3455,beleza_saude,60,2089,5,1400,27,12,18
87ac7e3e844a79b97f7b98cecfbc69db,fashion_roupa_feminina,33,172,4,500,20,5,20
97d94ffa4936cbc2555e83aefc1f427b,construcao_ferramentas_construcao,51,667,1,3000,25,6,25
50046ff3c7e886839388c4532a5ba24f,cama_mesa_banho,42,352,1,1100,45,11,11
bed48285a1d145ff8ca0ac0d77496ba3,casa_construcao,58,1533,1,12100,60,25,25
32a70faec5a4c206b582ada5f1e840dc,telefonia,58,540,5,50,17,4,12
d829c266108bd4ef390199df1560fc2b,cama_mesa_banho,46,128,1,400,40,4,30
b248cbdf748a977cdf76991dd59fc429,automotivo,42,96,1,150,16,7,11
d20f41d8b70e59cb4c63d68b1dcfc0a4,utilidades_domesticas,36,652,4,500,16,11,12
0d954479e7991c06d35202c130844b57,informatica_acessorios,39,1105,1,600,17,18,16
37116a322ceabbe82c30430000af0db3,cama_mesa_banho,52,89,1,200,20,10,15
8ea331107c7373a412b73374be7c6736,perfumaria,43,503,1,600,16,2,11
d370e908175e2f3b39bb7fd33fd4c530,esporte_lazer,60,972,1,400,20,20,20
8a7a92a0e4e5abcbc90117424507bb7d,relogios_presentes,57,425,5,550,16,2,11
980a05f1865790c75cf9a22ae4771c1c,UNKNOWN,0,0,0,21700,50,50,40
04e9efe8ce063de2e031eb806396f456,cama_mesa_banho,52,665,1,750,30,3,24
acc444eb5ad26f79d5a11baa6a03c439,moveis_decoracao,53,626,1,9400,45,45,35
f3088483fe1dfd4715e320d1b8324b88,livros_importados,42,157,1,250,33,2,23
f714f2e04474e89e781961c52081a5a7,esporte_lazer,54,1888,5,400,24,11,18
0cbeda603059c985268afd35128be303,papelaria,57,320,2,1450,38,30,28
9c21e4a14d74098b5d4e1126e706dc3a,automotivo,63,817,4,350,16,40,11
d2bcc21c60051598876d7c58318682c0,eletrodomesticos,56,362,1,150,18,8,13
8c870be13e6e06a1a88de95a856e2585,automotivo,60,827,5,1150,32,6,29
2e0725613e75303bb162ff2f58f112e0,brinquedos,27,254,1,200,16,10,11
ebf9bc6cd600eadd681384e3116fda85,cama_mesa_banho,37,86,2,1300,50,9,41
8215db96a612d69839c27866feabf350,beleza_saude,59,555,1,1075,17,13,15
01593b27eef404f592e6a3f1174493bf,cool_stuff,51,594,1,2000,50,40,30
9af4d74cc1b1181f4f35d4286c27bbcd,perfumaria,40,239,1,100,19,8,14
677883eb52acde220f6d79fe67bba70a,brinquedos,41,1517,1,1600,28,36,27
93a12c289ca2b78e7069e469f5053ef2,informatica_acessorios,55,408,1,233,16,14,15
66a7ca628024ae587fe4499b255bc26b,beleza_saude,39,599,3,350,22,12,17
52bfe70377e3296d08b76c72f622e257,pet_shop,51,3205,1,125,19,10,13
e4bd268c80d127fbf8757171e8d2b6b9,bebes,39,1590,1,700,50,30,40
1defdb58e117d7cfc318d002c2783b6b,papelaria,43,48,1,100,16,5,16
a327459c8e093ebc3666c0c6ff842589,relogios_presentes,50,463,1,270,16,8,11
550614095d4a8d359bf569ea168fe053,relogios_presentes,35,446,3,250,22,17,17
99ff40856c47a638df807c0a144470cc,moveis_sala,54,1108,2,30000,80,60,60
a8c575b4028403c1885a4bdceb27f439,moveis_decoracao,49,617,1,1050,30,35,30
f0f5a9211c208c91441a70cb5241214e,esporte_lazer,59,2087,1,200,35,15,15
2cab5fb805c35e09a71fc411c7849ec2,brinquedos,55,816,4,1000,37,35,25
07451cd3b4079198af66b134853aee75,cama_mesa_banho,55,484,2,6000,50,20,40
14ed7526330bb083481b32c7ab26f179,relogios_presentes,52,904,1,500,20,12,15
f50df3b65ee30912ca3e462971e1334f,informatica_acessorios,58,870,2,700,28,10,19
1fa728d99803c8849b5c95cfeaf9b60c,pcs,63,451,6,3000,42,6,30
67031f1b5ba68a9997efb630e43ada88,esporte_lazer,35,907,1,288,19,15,16
003128f981470c3e5a2e7445e4a771cd,esporte_lazer,59,1100,6,1550,16,10,16
9effb20dca634f869835e52c4d9b619b,relogios_presentes,29,1562,1,375,21,10,12
4419a1c234d848b2bc86c53b222499b2,perfumaria,46,827,1,500,16,15,15
b81a05d0dd312ece2140846909f5ef81,moveis_decoracao,43,1755,3,800,68,8,13
d2d39433df84064b1556612cc52cefca,relogios_presentes,54,199,5,250,20,2,16
43158180e30b3c0c252049265370d7b1,utilidades_domesticas,54,919,9,9660,31,37,25
06d7bbea1c245835d64a183587a3775c,sinalizacao_e_seguranca,34,409,1,1000,66,5,30
4dddd45aa241530edb5412e8846361fa,beleza_saude,57,1661,1,483,19,12,13
1ff03883acc92ad1f4eb8ed40ad25bf9,agro_industria_e_comercio,43,1100,3,900,20,5,11
5a4ff3aa2e6d215d457a8d706fbf2272,cama_mesa_banho,56,674,1,1325,23,17,19
6d8d9c9af735eae354cb0b43a9cbebfa,fashion_bolsas_e_acessorios,63,655,4,300,20,9,16
cf08577e1af3a53a0c2b0769af31b31d,cama_mesa_banho,53,89,1,500,20,10,15
8ea8e3150c4a9d5e683bf5f8d0561609,papelaria,56,155,3,400,24,7,14
7674e3decaed7f0ebef4717b1db8334a,automotivo,59,3152,1,250,20,4,16
769106ca9d176076a3f0debb980e64ba,moveis_decoracao,56,546,2,100,16,11,16
91d48f051858be85a524d623648cdf0d,utilidades_domesticas,36,336,1,950,22,2,20
5cd07c84a1c25575ac2fc3fa73f1d952,brinquedos,63,2873,8,1200,39,22,14
79fca321dbd3453bd8211690e39f1659,bebes,59,1045,3,1150,42,25,15
c0654cc48163d87a12f1088eb133db68,moveis_decoracao,60,813,2,3700,36,30,19
6421ae053bb80dff3ceae1f217f54ed4,telefonia,56,1081,6,335,21,9,19
b192be433004cc1f10b467c0e9ea309b,informatica_acessorios,57,977,1,725,25,8,24
3f26ccc2d547ea9b11e5ef9673fb40dc,telefonia,50,548,2,125,18,4,14
ae7d8348fbef50928a680454fffbca00,esporte_lazer,30,682,2,304,27,17,27
f5badee8a0e679f057ec0ca4f0f32dcb,construcao_ferramentas_construcao,59,427,8,450,20,10,15
c615805546392ec3b8a20c6590c4d400,pet_shop,54,261,6,2000,30,34,17
09ffd5e043f6d44ca166be7f91dab462,moveis_decoracao,58,315,4,800,32,2,20
9926323a78ee2ba9e3b282efce191cff,fashion_bolsas_e_acessorios,40,115,1,300,17,17,11
614d9b959168fce3e0cbd0645acbb666,moveis_decoracao,36,80,2,400,16,28,16
b9255fa1436215fbff730a7f26be45bc,esporte_lazer,51,61,2,850,24,36,19
1d94d1e0c7fb2dcf2811e093d2ca303b,UNKNOWN,0,0,0,17150,62,36,46
ec56bda3963299a95bf284b63581716f,informatica_acessorios,51,961,2,375,26,8,18
19396b91a7c64a48aff0f42cd35444a5,moveis_quarto,39,243,2,100,16,5,14
e2e921d1e2a5acc453c66618a9261b47,papelaria,53,247,1,1900,40,16,35
d915345cf6ab72f6efb99f28633c3487,beleza_saude,33,1622,1,125,18,15,17
3061f22c23c762d693442f90db51471a,automotivo,57,397,1,100,16,10,15
4e7814c736cac58bdcd4423ed76ca68a,fashion_calcados,58,404,4,1500,35,15,20
fd87595e4b416c50ca77899592f2bef3,cama_mesa_banho,55,505,6,1117,31,15,26
f5c0c21094c05855d475bc3890adb6dd,automotivo,59,1116,3,450,16,5,11
b5b7b02332726bc71ed7ad7899bc3b58,cama_mesa_banho,58,119,1,3800,35,15,25
6f7400c1577bd99fb7c9cd196edb6ae2,moveis_decoracao,63,837,1,2800,43,5,30
bd18ba59efbfa196a7d315caf66e8efb,automotivo,58,450,2,300,20,16,16
fb931f000171a7ce4963df2a8bbfe82a,instrumentos_musicais,45,154,1,550,30,10,20
f7641ea085e47945ed59b892a0e2fb4a,cama_mesa_banho,58,280,1,875,42,23,34
544f4b7ff50d0cfa47e70a27458c8d95,beleza_saude,52,2492,1,150,16,6,11
9653bfe8d97baee3031ad3d15b73584b,automotivo,57,773,1,1350,30,5,20
72d68b642dd7c1a360b571d247989e25,informatica_acessorios,60,2298,4,525,20,11,19
c86dde6d75b1c5f5c6ac95000a63b7a7,cama_mesa_banho,55,384,1,1650,50,5,50
db42edb381d7ffe41a162d344fb1de53,moveis_decoracao,35,569,1,2400,30,30,30
8e8be416148735cd89189a866eaa5925,automotivo,58,719,6,3550,53,43,11
ff5ecb2f7628793844e861076ab8e467,brinquedos,41,215,1,450,45,15,35
90375e3ead4149e7ce79f04c8f6c0545,automotivo,63,1985,3,5900,35,12,20
6592908f0a4f6e2de91310126cd1b08d,telefonia,20,538,4,189,17,15,15
f7cb23f8a75e563a826b0121408db6a2,livros_interesse_geral,24,1495,3,300,24,3,18
e4d1cdc6559e08672c98c73a21305521,esporte_lazer,52,303,1,150,25,5,20
22776ebd2bfdf5f55499fd324862a673,automotivo,42,878,2,500,20,8,14
cb43c6e1c451902b51f4f4ff512302df,eletronicos,21,286,3,293,16,7,11
00d2fa6f2a87633084c8e0400d41a65a,cama_mesa_banho,41,312,1,18550,54,35,45
9102363e9fd5fc8fa4c0719ee704c89c,utilidades_domesticas,55,93,2,1300,37,37,37
48ceb46f15a81d0d872c973bfbe3055d,automotivo,45,916,1,8800,50,20,20
54c9eeb3eec23150e817e2048c9c4c31,informatica_acessorios,52,218,1,800,34,15,19
a96d7b91547c9d381eef6793af2c639e,ferramentas_jardim,52,768,2,2900,30,20,16
0891f8ac9e3d7252ec5c162da0b0b86c,utilidades_domesticas,55,309,2,500,16,10,12
92d9e76c3678dc402b5d1a49f1ccc7f2,cama_mesa_banho,60,624,1,2550,45,13,35
5da565cf3754fc1af23b842113c1321f,fashion_bolsas_e_acessorios,31,793,1,100,16,5,16
28ea12eefe401cceb76c6026abfbcd71,esporte_lazer,52,671,6,1300,40,30,25
d5aaa8920fc54584d11c60ca1c277713,esporte_lazer,58,528,2,150,20,4,12
58e8a50e5d8d31362600e27bb4cddc29,utilidades_domesticas,52,882,1,600,33,18,24
9271d2541a43f8db13d164887228a189,brinquedos,53,341,2,2933,39,27,33
8e8d71f2bb02bf4ebb57a8017789f98d,cama_mesa_banho,42,1048,5,3350,50,12,40
af9418dfcdd7f19b51906a2f32cd6bc0,cama_mesa_banho,59,289,1,2150,34,9,33
51ff363ff8346f0fb99858f2c0954231,esporte_lazer,49,752,1,200,20,7,14
e493b6001e292d2cdb2c6172bac9d0a4,moveis_decoracao,46,709,3,1300,50,30,30
16078eb07519685083510f372565ddc7,automotivo,49,2304,4,300,16,6,15
b3d072a13181cceaf88c1a8de7c6e73a,automotivo,56,1326,2,650,16,28,16
f55cd6a68f96c3041176998ce1850ff3,UNKNOWN,0,0,0,200,20,5,20
80e8fdeeef442f075fbc30aea71f0d3f,informatica_acessorios,49,1175,1,650,16,25,16
bea56a01c32ef9befa1a9914cca8fc1e,utilidades_domesticas,31,259,1,450,19,12,12
5c134d92a99c77b568ae488b28a04c45,construcao_ferramentas_seguranca,59,1812,4,200,16,16,16
62633ec6c321f244f230ae94e9864d6a,telefonia,51,1350,1,125,21,6,14
7824bce065d8704739ac0fc0c8135d04,beleza_saude,54,353,2,7400,34,25,17
63dfa8b12200610ed7b5e41d3c888a25,cama_mesa_banho,59,146,2,1250,41,6,34
4aa6014eceb682077f9dc4bffebc05b0,utilidades_domesticas,43,1002,3,10150,89,15,40
8b52d90d2e8716dad633486c6cc94ecf,telefonia,48,504,3,408,15,16,14
2f20a2013902657c0800ddf524514e4e,cama_mesa_banho,55,392,1,1450,26,30,20
fe406983ad8b9e20a5b18801f39ece27,cama_mesa_banho,43,410,1,3213,49,19,42
5aadf21c27e505224812c9b055031c73,utilidades_domesticas,15,267,1,600,16,23,11
8ec2aeacda2a58c1e118e8c1ea90c605,informatica_acessorios,40,866,1,150,16,16,16
84de44e3c2ce8920c251f5d48aac6132,moveis_decoracao,49,962,1,2050,25,77,15
59526429f5ef2fd355737bd1883f7856,automotivo,60,932,3,700,25,25,25
c86f95986c7050bf988aed62520093e7,beleza_saude,57,1550,1,3700,22,22,22
c2ad928095a0d199c4d44b2194119ce2,papelaria,52,298,1,200,16,6,11
0723afa6f9a5a11c512396db0bb03051,papelaria,54,391,2,475,40,35,26
dad033afaf01ca7098672af45bdd3400,brinquedos,60,1235,3,1200,28,13,21
4e0dbe365a79679e8072f9ce716d3f5d,utilidades_domesticas,54,808,7,6125,40,23,25
b67841db204fe56a1b7d0b4d7c6fca8b,relogios_presentes,51,484,2,250,18,12,17
108fa3ef6742ead062d9ad59b471ce26,relogios_presentes,50,1263,2,400,16,11,12
710b7c26b7a742f497bba45fab91a25f,utilidades_domesticas,59,1933,1,1850,16,25,12
d3b6a4e19012dd1e65f587d3be501fc1,market_place,36,381,4,100,16,9,11
b44922681ddcd1565a9d62932f20dcfe,UNKNOWN,0,0,0,200,16,2,11
0906a34d45f9f37ebc1f2aa5ad4582c4,cama_mesa_banho,52,372,1,650,16,10,16
f21f412e0f365a657f34ec9e2c124353,utilidades_domesticas,32,909,5,400,17,10,17
8bab563be2e3316280e3990af91da7b7,eletronicos,49,190,1,133,18,11,14
56ebd551a33ae8e9955d1f8a4c37ef52,cine_foto,26,2521,3,1650,78,14,14
ba4f075aeb56726d1cf52b7ca557ca70,esporte_lazer,52,383,2,350,20,12,14
eb9962da8bc1136b2c1492184723ce26,esporte_lazer,59,806,3,600,95,15,15
dc5fd9c9989813f354c865854be80178,informatica_acessorios,56,388,2,125,14,11,11
2f785af0f4f132585052347521b90b29,beleza_saude,46,456,1,529,20,18,16
0ef32bf6866d39b5b0ae604798ecdae4,pet_shop,43,349,1,100,27,9,26
f324dfdc1e7097c078c8b2e3fb1dce0e,cama_mesa_banho,49,310,1,5600,45,20,37
0992c6cba95a13bfa68ea7d5e22d478b,ferramentas_jardim,42,671,1,3850,29,12,24
13b65def7883556df481f81caf3908c2,cama_mesa_banho,57,627,1,1000,16,10,16
88e59749c8b39fd1a9b7458147e0dc62,utilidades_domesticas,46,686,2,4100,55,16,30
0ca31cd8916e06a977f3596faddc6852,automotivo,60,703,6,9050,56,11,32
6cff6d6aec600f9164a32e927f72a6fa,esporte_lazer,48,262,1,600,22,15,22
0f96cb6fd0ba832f2d7a21d13b251526,informatica_acessorios,49,1245,1,2200,18,25,18
9aa27aaecd804beb57af8e700fd6e681,bebes,32,602,1,250,38,5,23
804f35d5834309996feeeb8a7ac361cd,pet_shop,56,837,1,1000,60,11,50
a24198acc2d0e8240c40d914bd18df04,esporte_lazer,42,1006,1,970,20,19,18
1713e5b60dfb5b779fd077af351624c0,eletrodomesticos,52,235,3,450,35,14,25
862e1c1b2c4a148c5a5b23dc0ced1fba,beleza_saude,52,1009,1,200,20,10,20
ceaaba49ab70be78825371ede54f32b4,perfumaria,44,99,1,600,20,20,20
9d967d813d8be59b6b5b21dc823155b4,utilidades_domesticas,46,879,3,9900,40,30,35
74b37d6e66e61aa0e4a79209aa28ccf2,moveis_decoracao,48,2023,2,600,68,8,13
83ee94d59dffaab56d55b5766c6d1211,automotivo,37,498,1,400,20,10,15
ea650c84a7d5aaf2a2c5f1b108de8f7c,telefonia,45,56,1,50,16,14,15
1b9f1774447f0b4aef58c96227324048,moveis_decoracao,49,633,2,50,16,3,11
3bb3e5caf47c7e92ed97227247e942a8,cama_mesa_banho,43,1362,1,3000,40,9,32
a2cc1ca6628697fcdaa51066d6aa3014,utilidades_domesticas,56,729,4,1600,40,27,16
f1f0860095cfa6521eb73bd997599888,moveis_escritorio,35,2245,1,15200,58,28,58
2be8ecb5cd02ca1391e177e38963fe9a,telefonia,58,486,1,100,16,6,12
25a69adae1b354beb056d4b740e841cd,cama_mesa_banho,50,762,2,900,30,4,20
2fcbaee260e3146369f5e4f2b2abe551,ferramentas_jardim,41,867,3,2000,45,18,12
2eefd8ed7a9782380fe14a1efdec7418,moveis_decoracao,29,1270,1,600,20,10,20
aac7416c2efb28528e5cf18c1f582053,brinquedos,44,71,2,800,39,30,29
ca96d665a6e7038a569277e6e1d34cbe,utilidades_domesticas,44,676,2,500,37,13,37
10c4eaf55e7f131da4a031ab54b62274,cama_mesa_banho,59,289,1,3950,40,12,38
c6bf4cdc2fc9ca1189d18f026d95af07,utilidades_domesticas,58,1237,5,5250,81,13,31
e3e6b07f8e08fc8862ab0fcaf76dbde4,construcao_ferramentas_construcao,59,342,2,150,20,6,20
2d915801b31f1140810a5bfe56f40276,cama_mesa_banho,60,325,1,1650,45,15,35
3f40e0e434d939f380a29f5e863cfb9f,pet_shop,58,2448,2,1650,45,8,40
a7329b3e52d13627c92b24a745e70873,moveis_decoracao,62,1702,1,800,60,11,11
4a52073965ad17f345f579bdbdbabd74,perfumaria,58,301,1,350,16,5,11
36af22070302e9864c747cfc1f76dce9,ferramentas_jardim,59,1543,4,15500,80,20,33
b0adc96f418350c23fa6ce8a1d0aa328,beleza_saude,49,221,1,613,20,7,11
afe03a970bfcfb89d67682980d6ffed5,papelaria,52,756,5,450,18,18,18
9c8d6227bbe62913ca96217005540fda,esporte_lazer,35,274,2,500,25,20,20
fdd6cd13962a20732851bc7cefd37549,cama_mesa_banho,53,190,1,350,36,4,25
5b71073dc2a8c72a945d7c5000c3c199,bebes,35,265,1,218,18,19,17
434487f82b5c35646bd8155cf1946179,alimentos_bebidas,25,385,1,600,16,16,11
664a3e65f7a940066cd9881c28c47f57,musica,51,1321,1,200,22,4,16
c91a4838537a5f096143003b1a72ec58,brinquedos,29,165,2,700,35,16,25
d103a59e482517dd37f6865b1bf5499d,ferramentas_jardim,55,1209,3,1650,25,25,20
c7fd13b5e515bffdab855d0812842edb,moveis_decoracao,46,490,2,1350,30,20,20
4ceab0364ce2bef8363b89f4719bbff7,cama_mesa_banho,57,296,1,2100,53,27,40
cc3361c59c7af3bd862f41df044549e0,eletroportateis,49,588,1,6600,41,38,28
20c7734379b9740b6ac065132d5a353c,papelaria,49,373,1,550,16,10,15
0cb3a271c0da633b811ac57f0c63d48d,utilidades_domesticas,52,902,2,2850,16,33,12
266bd39cb9a2ea456f82d4175e6306c4,esporte_lazer,44,979,2,7150,90,20,25
4757a525c7f6a182f4c63e23686a092d,consoles_games,50,1220,4,900,30,15,22
c4b925e40f11289063a854c47aaef129,eletronicos,39,286,3,100,20,20,20
3b91132e7eebaa17b615edbcdb5baa8e,construcao_ferramentas_seguranca,45,1312,1,700,19,23,18
f0424e66b65e73c95273f64fa036f3f5,utilidades_domesticas,37,409,2,8600,38,28,32
722f84416177a451c3be217ef8ffa082,moveis_decoracao,57,849,1,19200,58,40,50
0ec6e7e13e4987eee4e1081a3472f5b6,moveis_decoracao,55,672,1,1550,60,30,30
cad04bbd56e9e1392a586f51477a7e3b,utilidades_domesticas,42,1158,2,550,60,10,15
8a4505505378c8f5d983f3201e9c25da,beleza_saude,47,1400,1,325,19,20,18
06e73ddcb54620a36bfdb2e073c4dc40,fashion_bolsas_e_acessorios,48,357,5,150,16,9,11
884544808d4c1b6c5051646a85330fa5,telefonia,60,606,2,150,16,5,11
f0effb9347ed5787c680f4c756f0bbdb,papelaria,38,852,1,462,18,13,14
845968d70e40e2ceece1bc1d3f5812d7,cama_mesa_banho,60,389,1,400,16,10,16
2da442c298a7943c6787953d7f42b911,cama_mesa_banho,53,688,1,1133,28,6,20
955ef07f4e61b2033c9d6af6a6b61783,cama_mesa_banho,54,290,1,1700,34,9,33
7db0be610d29a1eef23666fd3da04544,cama_mesa_banho,44,171,1,1200,45,10,15
6e9c52b407fea24064f7ab2b144fbf8c,bebes,56,1395,7,13575,71,81,44
6eb364d89e0060b1e8941218b5390416,eletronicos,55,234,1,100,20,7,12
6aef77cdfe08cd913ecf82f04149e0d3,beleza_saude,37,293,1,800,40,40,40
ec222365cd276f7e9c328d64f023c6ac,eletrodomesticos,50,200,3,250,27,13,17
7b67d49bc14fc6014038578cb4eca3cd,automotivo,48,683,2,1450,20,20,20
4e0d588f8e002f2bad9cbe0b8f66f6f6,UNKNOWN,0,0,0,200,25,5,15
c9c455f9fd8ca66d3ff7f90a249753b4,esporte_lazer,63,1599,5,500,25,14,22
738e3bc419b014194ec3587e2321bf61,automotivo,48,334,1,500,30,30,30
c5f80e9b4f6f51bc7cdb5d004643262a,beleza_saude,58,767,5,8900,38,88,30
