geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
11730,-24.093759884251096,-46.62569267549306,MONGAGUA,SP
99050,-28.251494240887677,-52.387067506963824,PASSO FUNDO,RS
11025,-23.970981478215684,-46.30341777101971,SANTOS,SP
19570,-22.21257677728214,-51.29815783271183,REGENTE FEIJO,SP
13056,-22.985410421316853,-47.14580253081534,CAMPINAS,SP
08532,-23.5404322492354,-46.37861138773155,FERRAZ DE VASCONCELOS,SP
25550,-22.78284134851463,-43.38316404653529,SAO JOAO DE MERITI,RJ
21911,-22.790042767660193,-43.178250789571464,RIO DE JANEIRO,RJ
93534,-29.671169444251987,-51.101139355638274,NOVO HAMBURGO,RS
25576,-22.775805499999933,-43.35145902299996,SO JOO DE MERITI,RJ
96148,-31.408177297689537,-52.16745024384193,TURUCU,RS
01426,-23.565252279762273,-46.66654554870452,SO PAULO,SP
85505,-26.20905446248392,-52.66867859357474,PATO BRANCO,PR
41815,-12.99680882175414,-38.46024718019915,SALVADOR,BA
38081,-19.749740845692138,-47.91622110214089,UBERABA,MG
83255,-25.669967599563332,-48.45893552854995,PONTAL DO PARAN,PR
11900,-24.506836913052787,-47.86096885749128,REGISTRO,SP
08663,-23.572247437288937,-46.333135668263495,SUZANO,SP
09371,-23.675397997518505,-46.47058724355124,MAUA,SP
29820,-18.54921622758757,-40.977831516072875,AGUA DOCE DO NORTE,ES
04884,-23.82509951042224,-46.70753256154442,SAO PAULO,SP
03139,-23.58663798641,-46.5813378075192,SAO PAULO,SP
11673,-23.6376693781232,-45.440386507791175,CARAGUATATUBA,SP
12530,-23.075817827211367,-44.94963170770871,CUNHA,SP
37170,-21.10042985061451,-45.56022733316973,BOA ESPERANA,MG
99010,-28.62339248535105,-56.02754516643959,PASSO FUNDO,RS
49160,-10.864815477175728,-37.089317621892945,NOSSA SENHORA DO SOCORRO,SE
63044,-7.248165340928229,-39.33800835332593,JUAZEIRO DO NORTE,CE
89227,-26.275040025535223,-48.82207405689882,JOINVILLE,SC
21230,-22.826389011945228,-43.3157463075192,RIO DE JANEIRO,RJ
32415,-20.025271787732287,-44.099181029486175,IBIRIT,MG
38183,-19.59367109398052,-46.93564940953289,ARAXA,MG
16010,-21.207380427145235,-50.4367491530671,ARACATUBA,SP
35680,-20.07516092293641,-44.57357671719598,ITAUNA,MG
09424,-23.71604699098804,-46.413684989254456,RIBEIRAO PIRES,SP
60182,-3.72731668275728,-38.46586274715792,FORTALEZA,CE
29146,-20.33849669164532,-40.38636214312787,CARIACICA,ES
97900,-28.147089960934128,-54.73790970084126,CERRO LARGO,RS
07244,-23.44664091312255,-46.41409995406545,GUARULHOS,SP
21331,-22.875565935051092,-43.35830253900965,RIO DE JANEIRO,RJ
13177,-22.81444296864418,-47.2278767252273,SUMAR,SP
55200,-8.355278653324444,-36.686029376338325,PESQUEIRA,PE
83030,-25.539372184358218,-49.21771755148956,SAO JOSE DOS PINHAIS,PR
11602,-23.724807568699813,-45.423920892030715,SAO SEBASTIAO,SP
78365,-13.544065593898535,-58.80941101181761,SAPEZAL,MT
08744,-23.54445585740101,-46.2265366061544,MOGI DAS CRUZES,SP
27540,-22.461407496537543,-44.379702251457104,RESENDE,RJ
22271,-22.953196697472453,-43.19529431028917,RIO DE JANEIRO,RJ
04863,-23.7628068687172,-46.70259809132086,SAO PAULO,SP
32220,-19.970027321788734,-44.02505015254613,CONTAGEM,MG
85270,-24.88463223733708,-52.20670597007285,PALMITAL,PR
37002,-21.553647674529422,-45.43892024497857,VARGINHA,MG
22051,-22.972170253825468,-43.190021566305646,RIO DE JANEIRO,RJ
49506,-10.687828201444924,-37.43445024513564,ITABAIANA,SE
92500,-30.09535960731023,-51.33902949585196,GUAIBA,RS
03332,-23.552633419931883,-46.57380082070517,SAO PAULO,SP
09791,-23.740313203917147,-46.53236775096656,SAO BERNARDO DO CAMPO,SP
04310,-23.630327989728222,-46.64074613696696,SAO PAULO,SP
19015,-22.118090485110248,-51.397501853505624,PRESIDENTE PRUDENTE,SP
74343,-16.733887841855804,-49.29853788418029,GOINIA,GO
30240,-19.936890041635387,-43.915525816261784,BELO HORIZONTE,MG
98400,-27.35691943039601,-53.39870881023277,FREDERICO WESTPHALEN,RS
12090,-23.04682866309927,-45.56145940553674,TAUBATE,SP
41820,-12.98016065267992,-38.45576321639478,SALVADOR,BA
89074,-26.852453612816703,-49.15147259547578,BLUMENAU,SC
19920,-22.8904211337156,-49.98302712013324,SALTO GRANDE,SP
19904,-23.010704088810694,-49.88289396725141,OURINHOS,SP
45208,-13.864226753382072,-40.07690048904155,JEQUIE,BA
97590,-30.255564078003555,-54.92272809160925,ROSARIO DO SUL,RS
15805,-21.127277252293812,-48.96558623910783,CATANDUVA,SP
13920,-22.744980965183327,-46.91438104434984,PEDREIRA,SP
07085,-23.42755409186911,-46.5582062776848,GUARULHOS,SP
48450,-11.103301407178174,-38.5174428680025,CIPO,BA
74485,-16.686717276945064,-49.33167433081352,GOIANIA,GO
07435,-23.424475596544298,-46.3219036237806,ARUJA,SP
12321,-23.29657213572619,-45.9821951611172,JACAREI,SP
05662,-23.612434249038213,-46.7280306468552,SAO PAULO,SP
18051,-23.522424611431724,-47.49229148320734,SOROCABA,SP
36030,-21.792540468492163,-43.347167349991295,JUIZ DE FORA,MG
80250,-25.44422559256159,-49.28058754371284,CURITIBA,PR
85685,-25.64269245310209,-53.34430215103402,NOVA PRATA DO IGUAU,PR
36213,-21.111937100555792,-44.02263780972573,DORES DE CAMPOS,MG
03389,-23.587394766233267,-46.526691073160066,SAO PAULO,SP
76230,-16.430620885333255,-51.81900500263326,PIRANHAS,GO
12940,-23.116025766028045,-46.553904655144585,ATIBAIA,SP
04929,-23.69765742289401,-46.75968090684159,SAO PAULO,SP
24220,-22.903236797103187,-43.11180152360197,NITEROI,RJ
78515,-10.665389999999944,-56.10539599999995,NOVA CANAA DO NORTE,MT
78850,-15.553150087714984,-54.296624345258614,PRIMAVERA DO LESTE,MT
89770,-27.148850884817367,-52.310731767413024,SEARA,SC
04788,-23.700881702204313,-46.710302689422385,SAO PAULO,SP
39403,-16.746424177073127,-43.87636842423106,MONTES CLAROS,MG
78043,-15.589460887875507,-56.103587058232925,CUIABA,MT
04940,-23.69032580322003,-46.76536044601537,SAO PAULO,SP
03019,-23.527283248687127,-46.607197362629016,SAO PAULO,SP
24900,-22.892353157754133,-42.785111961333094,MARICA,RJ
30720,-19.920716025535224,-43.97567224952386,BELO HORIZONTE,MG
59082,-5.862127159587973,-35.19514436955393,NATAL,RN
07788,-23.351305499999995,-46.82811599999999,CAJAMAR,SP
18700,-23.098523731057767,-48.92844198750653,AVARE,SP
37706,-21.799874760110622,-46.50921824074937,POCOS DE CALDAS,MG
03881,-23.51118091840267,-46.48876102553521,SAO PAULO,SP
27275,-22.505582189566603,-44.119120604910854,VOLTA REDONDA,RJ
02562,-23.485484870938897,-46.67207152706444,SAO PAULO,SP
20230,-22.914716574788,-43.18513059048413,RIO DE JANEIRO,RJ
06604,-23.53765604815253,-46.90434052513254,JANDIRA,SP
78390,-15.064199832582158,-57.17810157830154,BARRA DO BUGRES,MT
09416,-23.737994885999967,-46.442775024999946,RIBEIRAO PIRES,SP
87600,-23.17662845021176,-52.21543354031173,NOVA ESPERANCA,PR
97110,-29.710607412914253,-53.73824163234073,SANTA MARIA,RS
96070,-31.685314977234732,-52.35367341716192,PELOTAS,RS
31010,-19.9115399753015,-43.915890320301145,BELO HORIZONTE,MG
04456,-23.684489266720536,-46.67862655023374,SAO PAULO,SP
28950,-22.774948740951736,-41.912360724783966,BZIOS,RJ
12070,-23.013633492653433,-45.54124205696872,TAUBATE,SP
86200,-23.271600700245283,-51.05443794840562,IBIPORA,PR
96010,-31.770323527352893,-52.34588150236593,PELOTAS,RS
88385,-26.772460352170903,-48.65288490014178,PENHA,SC
13930,-22.608575864273803,-46.701305135581975,SERRA NEGRA,SP
40330,-12.956307995969423,-38.4820931652537,SALVADOR,BA
21815,-22.88501966472387,-43.458012127099195,RIO DE JANEIRO,RJ
88064,-27.815918357546824,-48.56288506505098,FLORIANOPOLIS,SC
13807,-22.41174863175877,-46.95829246456658,MOGI MIRIM,SP
93022,-29.796679498470787,-51.1497622797336,SO LEOPOLDO,RS
38180,-19.592960864168663,-46.94914255233049,ARAXA,MG
48760,-11.33558512661827,-38.965892425482274,ARACI,BA
02254,-23.47997639938831,-46.59324897683071,SAO PAULO,SP
05664,-23.617018782289147,-46.7228427436567,SAO PAULO,SP
35519,-19.874869804503508,-44.98585385659003,NOVA SERRANA,MG
18900,-22.90710506616498,-49.63854483700445,SANTA CRUZ DO RIO PARDO,SP
11680,-23.43515986160835,-45.087573456400854,UBATUBA,SP
98360,-27.47391895326147,-53.17415253178219,RODEIO BONITO,RS
15130,-20.804270735264613,-49.50809822205558,MIRASSOL,SP
28660,-22.156476751261135,-42.41485630616996,BOM JARDIM,RJ
35171,-19.476652878771297,-42.62066005307177,CORONEL FABRICIANO,MG
09450,-23.753652328062763,-46.39727326977896,RIO GRANDE DA SERRA,SP
78144,-15.655581709834548,-56.13251432760135,VARZEA GRANDE,MT
35164,-19.446523679987312,-42.548727415488486,IPATINGA,MG
18074,-23.46385973659768,-47.482454158203005,SOROCABA,SP
27285,-22.49567072799934,-44.08543237385309,VOLTA REDONDA,RJ
81470,-25.567352999999997,-49.33825293741702,CURITIBA,PR
90160,-30.057779441789354,-51.22113847062902,PORTO ALEGRE,RS
08270,-23.55933661809682,-46.45913894018697,SO PAULO,SP
72501,-16.044681463805677,-48.030746536194314,BRASILIA,DF
11441,-23.979387572854765,-46.22724455300368,GUARUJ,SP
45037,-14.914196664723876,-40.831555599774966,VITORIA DA CONQUISTA,BA
05877,-23.69314477269315,-46.79120162421367,SAO PAULO,SP
59090,-5.878433313310593,-35.174739111855516,NATAL,RN
55660,-8.230137319514569,-35.75775817201966,BEZERROS,PE
18200,-23.59007992798034,-48.05220851959476,ITAPETININGA,SP
30830,-19.894098949766267,-44.00491403580701,BELO HORIZONTE,MG
95590,-30.004072031031946,-50.14837210031829,TRAMANDAI,RS
75130,-16.361501863599997,-48.96460763343485,ANAPOLIS,GO
35195,-19.224602497435377,-42.486419653734984,BELO ORIENTE,MG
13088,-22.85643016784933,-47.037816779748894,CAMPINAS,SP
24753,-22.88631149999999,-42.98751675,SO GONALO,RJ
78785,-17.8418327879844,-53.274737623184386,ALTO TAQUARI,MT
60181,-3.7234814466310024,-38.476022889496704,FORTALEZA,CE
50761,-8.068223179294819,-34.92931967277394,RECIFE,PE
79081,-20.512842517889172,-54.631601559813014,CAMPO GRANDE,MS
89290,-26.270365000534365,-49.367314035000874,SAO BENTO DO SUL,SC
30626,-20.003094439638716,-44.01083531848346,BELO HORIZONTE,MG
37545,-22.354923616110177,-45.77966648650783,CACHOEIRA DE MINAS,MG
29065,-20.27835200193324,-40.29363519568343,VITORIA,ES
76970,-11.6882690422481,-61.15765869918165,PIMENTA BUENO,RO
26022,-22.72109115338463,-43.44444494353331,NOVA IGUACU,RJ
98240,-28.378226117755823,-53.254024104973894,SANTA BARBARA DO SUL,RS
89490,-26.108331239343745,-50.318406119437974,TRES BARRAS,SC
13611,-22.201169589884532,-47.37780719987383,LEME,SP
88509,-27.82248836657907,-50.32118504308126,LAGES,SC
60320,-3.7257148184834703,-38.56230669525076,FORTALEZA,CE
89160,-27.219700298920863,-49.645681861388255,RIO DO SUL,SC
68440,-1.7338544643600926,-48.88895883951628,ABAETETUBA,PA
41253,-12.935514824316042,-38.42428321970666,SALVADOR,BA
79428,-18.682213499999996,-53.63822474999999,FIGUEIRO,MS
35436,-20.571346255477685,-43.009987477365286,GUARACIABA,MG
41218,-12.942372171921926,-38.43471803112411,SALVADOR,BA
08032,-23.52233860283338,-46.422087124473464,SAO PAULO,SP
11680,-23.402373423606058,-45.06916994831827,UBATUBA,SP
07600,-23.320473305667416,-46.59166286058325,MAIRIPORA,SP
66023,-1.4656467822925336,-48.49895961728007,BELEM,PA
15046,-20.748562347216826,-49.387350582420254,SAO JOSE DO RIO PRETO,SP
02129,-23.503353830976955,-46.589538022072766,SAO PAULO,SP
11701,-24.0101807216227,-46.41565818971083,PRAIA GRANDE,SP
29148,-20.331166647615408,-40.40468862186166,CARIACICA,ES
29703,-19.528802414295924,-40.63649446462315,COLATINA,ES
88524,-27.79896618333453,-50.28979910279502,LAGES,SC
89560,-27.004001533951005,-51.144697547838675,VIDEIRA,SC
21020,-22.837618667205373,-43.280969795978,RIO DE JANEIRO,RJ
03801,-23.49964338995325,-46.48991252262104,SAO PAULO,SP
87185,-23.31859119212478,-52.30091156838952,FLORAI,PR
36415,-20.506164222663884,-43.85217369226226,CONGONHAS,MG
28820,-22.66180502810386,-42.39102358359157,SILVA JARDIM,RJ
29135,-20.342544140100262,-40.43045877207007,VIANA,ES
45622,-15.188345222662868,-39.495372255070826,JUSSARI,BA
25931,-22.61650523788883,-43.17170288940731,MAGE,RJ
06086,-23.54034129100151,-46.7851744003325,OSASCO,SP
24859,-22.78446714349049,-42.92774232987557,ITABORA,RJ
24461,-22.80747181712837,-43.03891050100826,SAO GONCALO,RJ
22790,-23.012948484341788,-43.45122750701202,RIO DE JANEIRO,RJ
12308,-23.30143078489817,-45.96441289508913,JACARE,SP
88056,-27.399791265219417,-48.42533850280981,FLORIANOPOLIS,SC
47530,-12.319351012027113,-42.88866249035704,OLIVEIRA DOS BREJINHOS,BA
38200,-20.025179943033,-48.93424287453065,FRUTAL,MG
07094,-23.455802273385636,-46.538397963644734,GUARULHOS,SP
92200,-29.94388671183987,-51.19889747255787,CANOAS,RS
07132,-23.43656465306711,-46.52043988343237,GUARULHOS,SP
29090,-20.261601953372956,-40.26722021677526,VITORIA,ES
36780,-21.31545931666745,-42.86284122436021,ASTOLFO DUTRA,MG
37133,-21.430117767760827,-45.95578142437478,ALFENAS,MG
03470,-23.571953360811342,-46.52480399278664,SAO PAULO,SP
25931,-22.61007943810678,-43.177133507964825,MAGE,RJ
95630,-29.61988927089623,-50.83158560893818,PAROBE,RS
05443,-23.553713557302853,-46.69388435844543,SAO PAULO,SP
79745,-22.65770300106128,-53.85788925079596,NOVO HORIZONTE DO SUL,MS
13905,-22.703930152417712,-46.81205790869021,AMPARO,SP
84603,-26.230570884881693,-51.07241157080437,UNIAO DA VITORIA,PR
18400,-23.98879033957274,-48.877616031739,ITAPEVA,SP
13567,-22.006322266172276,-47.87107172745109,SAO CARLOS,SP
80320,-25.458685107098912,-49.30278292823179,CURITIBA,PR
05726,-23.628080755756265,-46.74312332084939,SO PAULO,SP
37701,-21.77950196074459,-46.566152413118274,POCOS DE CALDAS,MG
20710,-22.902540495152568,-43.280034033873754,RIO DE JANEIRO,RJ
03513,-23.53693643519532,-46.52315695683539,SAO PAULO,SP
58013,-7.126020503462445,-34.8809802485429,JOAO PESSOA,PB
05016,-23.531774569703103,-46.67635924066788,SAO PAULO,SP
88075,-27.58866082125344,-48.57739412629113,FLORIANOPOLIS,SC
46140,-13.657734966342158,-41.850540675879174,LIVRAMENTO DE NOSSA SENHORA,BA
01233,-23.532543177909837,-46.66017564418031,SO PAULO,SP
39402,-16.723754999999997,-43.8393825,MONTES CLAROS,MG
18025,-23.515157385746917,-47.446016692873464,SOROCABA,SP
92310,-29.912913817098495,-51.194661932396706,CANOAS,RS
35540,-20.69362461995,-44.82476457847694,OLIVEIRA,MG
37780,-21.9216348755216,-46.38993180739935,CALDAS,MG
73330,-15.611794322860064,-47.658424461000905,BRASILIA,DF
60813,-3.7835147776848017,-38.48654045697964,FORTALEZA,CE
20921,-22.889117970468305,-43.22992870794581,RIO DE JANEIRO,RJ
34800,-19.903977222880297,-43.66970335935974,CAETE,MG
34000,-19.97856486008553,-43.93461267119733,NOVA LIMA,MG
30516,-19.951432564804684,-43.99036348765073,BELO HORIZONTE,MG
55530,-8.582790070861952,-35.38964951990491,GAMELEIRA,PE
27286,-22.474793263113853,-44.05962183527612,VOLTA REDONDA,RJ
56480,-9.105248969909288,-38.148705036845186,TACARATU,PE
32681,-19.947160535460803,-44.1146602223332,BETIM,MG
59156,-5.938273018641879,-35.24674126697657,PARNAMIRIM,RN
73062,-15.647820919937118,-47.81997834612891,BRASLIA,DF
86026,-23.300759587021677,-51.1532553055573,LONDRINA,PR
17063,-22.313572124617693,-49.09502257758663,BAURU,SP
78052,-15.567821658194298,-56.02289410540633,CUIABA,MT
04509,-23.59026448568885,-46.67169140645745,SAO PAULO,SP
20511,-22.9215261895666,-43.23774590536092,RIO DE JANEIRO,RJ
62050,-3.6965903047492423,-40.34771034430716,SOBRAL,CE
05050,-23.524623000000005,-46.70307149278664,SAO PAULO,SP
02736,-23.48872252400601,-46.691265290034046,SAO PAULO,SP
32340,-19.9451917186188,-44.057771392107405,CONTAGEM,MG
28735,-22.10664125391838,-41.46775187333181,QUISSAMA,RJ
11025,-23.972529331121187,-46.30573696225976,SANTOS,SP
15385,-20.42668521342838,-51.34083062225178,ILHA SOLTEIRA,SP
05684,-23.610957505972607,-46.70862807591319,SAO PAULO,SP
07260,-23.45469623757863,-46.41150887607478,GUARULHOS,SP
29902,-19.383028752291352,-40.05960493938574,LINHARES,ES
04114,-23.585214478215683,-46.62492202553523,SO PAULO,SP
13995,-22.115323240502,-46.68356782401913,SANTO ANTNIO DO JARDIM,SP
35995,-19.871368712710492,-42.96085917381833,SAO DOMINGOS DO PRATA,MG
21235,-22.83498454731954,-43.31266874660967,RIO DE JANEIRO,RJ
89701,-27.224526771112128,-52.019805069448,CONCORDIA,SC
05761,-23.635169057447083,-46.76667594393788,SAO PAULO,SP
96300,-32.56043976617866,-53.38123837160718,JAGUARAO,RS
35790,-18.75138029872921,-44.41959817510208,CURVELO,MG
93600,-29.648345629652106,-51.175611623010646,ESTANCIA VELHA,RS
15084,-20.83788007415281,-49.37165489700907,SAO JOSE DO RIO PRETO,SP
14080,-21.167552693029048,-47.80660372217095,RIBEIRAO PRETO,SP
30575,-19.978644478215692,-43.97291999999999,BELO HORIZONTE,MG
91050,-29.999948543424395,-51.15358408673322,PORTO ALEGRE,RS
55420,-8.878482879091735,-36.19866093076348,CANHOTINHO,PE
88745,-28.444367783777224,-48.955642946587744,CAPIVARI DE BAIXO,SC
39400,-16.708812495700833,-43.86361701624438,MONTES CLAROS,MG
05283,-23.433664550642433,-46.775537134436846,SAO PAULO,SP
60135,-3.7499968661346066,-38.491572725269315,FORTALEZA,CE
80420,-25.438073228691835,-49.278631111720166,CURITIBA,PR
40335,-12.951783908791372,-38.48720006436896,SALVADOR,BA
09290,-23.647754922846065,-46.50809724839867,SANTO ANDRE,SP
88139,-27.887473158823397,-48.584253084338805,PALHOCA,SC
28908,-22.892251443384296,-42.03503808705057,CABO FRIO,RJ
09371,-23.671711741013397,-46.4698059840665,MAUA,SP
36013,-21.754510061656493,-43.350772342002735,JUIZ DE FORA,MG
12942,-23.128956,-46.559900383432385,ATIBAIA,SP
18185,-23.81286528566852,-47.71533647195882,PILAR DO SUL,SP
15170,-20.621153471845755,-49.64494878631899,TANABI,SP
29140,-20.335762823135543,-40.36462896147464,CARIACICA,ES
28909,-22.897420006954867,-42.04404759534204,CABO FRIO,RJ
12900,-22.956420520399337,-46.540933454757926,BRAGANCA PAULISTA,SP
19210,-22.3041562288336,-51.54946173763666,TARABAI,SP
90020,-30.031480224825348,-51.23425357562472,PORTO ALEGRE,RS
68455,-3.77591305967952,-49.67703242117692,TUCURUI,PA
15400,-20.7441240246985,-48.91558875076461,OLIMPIA,SP
38181,-19.56613145803689,-46.926019820512074,ARAX,MG
35702,-19.481530206336075,-44.21949347503022,SETE LAGOAS,MG
04150,-23.61888249347913,-46.62234550069249,SAO PAULO,SP
94050,-29.940997517813283,-51.04447785442265,GRAVATAI,RS
89711,-27.226254843637538,-51.95849129846555,CONCORDIA,SC
26520,-22.81105225236839,-43.43078478860025,NILOPOLIS,RJ
97200,-29.8273717478222,-53.369661474302994,RESTINGA SECA,RS
13876,-21.98591217446423,-46.78688310829407,SAO JOAO DA BOA VISTA,SP
89292,-26.278381560051944,-49.381380400772,SAO BENTO DO SUL,SC
36570,-20.748213872157564,-42.86818288945373,VICOSA,MG
15990,-21.614419262642595,-48.35812399297513,MATAO,SP
88305,-26.8955176446609,-48.67464662611301,ITAJAI,SC
29290,-20.8627985216051,-40.9353827312767,RIO NOVO DO SUL,ES
65035,-2.5285787804948776,-44.28599875545462,SAO LUIS,MA
11085,-23.932443038028698,-46.35725922869183,SANTOS,SP
02530,-23.500984159587976,-46.66206510421836,SAO PAULO,SP
04403,-23.67496755432648,-46.660768974310706,SO PAULO,SP
24240,-22.89890948211082,-43.09284149999999,NITEROI,RJ
13419,-22.73760783735359,-47.64737635622372,PIRACICABA,SP
12980,-22.931265615708224,-46.272118276486786,JOANOPOLIS,SP
91130,-30.002738489324184,-51.1328025,PORTO ALEGRE,RS
22221,-22.92791568315231,-43.183207688121094,RIO DE JANEIRO,RJ
38700,-18.58879083663279,-46.511435275954014,PATOS DE MINAS,MG
07062,-23.459415590339905,-46.556296915488474,GUARULHOS,SP
35384,-20.235855748323367,-42.813930025304266,SANTA CRUZ DO ESCALVADO,MG
74370,-16.735367999999944,-49.37008399999996,GOINIA,GO
88130,-27.63152657518313,-48.65360012782268,PALHOCA,SC
19800,-22.674509832361935,-50.4193507076,ASSIS,SP
96200,-32.036284328537455,-52.10456934872549,RIO GRANDE,RS
19013,-22.133991535268088,-51.388979236442275,PRESIDENTE PRUDENTE,SP
31260,-19.861053265335553,-43.9439841099025,BELO HORIZONTE,MG
18681,-22.59611532596351,-48.79160643351026,LENCOIS PAULISTA,SP
12308,-23.310912783052284,-45.96451731753166,JACARE,SP
38401,-18.9077127799065,-48.30333135498296,UBERLANDIA,MG
19400,-21.874471281152577,-51.8308445594025,PRESIDENTE VENCESLAU,SP
09820,-23.72866351769601,-46.55127933917884,SAO BERNARDO DO CAMPO,SP
93320,-29.6883438593695,-51.13312377043129,NOVO HAMBURGO,RS
28360,-21.14491776983148,-41.66349447828026,BOM JESUS DO ITABAPOANA,RJ
21220,-22.854391920624373,-43.30782790980432,RIO DE JANEIRO,RJ
53350,-7.996986628485923,-34.88002250000758,OLINDA,PE
39765,-18.42632896850871,-42.86827887576825,PAULISTAS,MG
95560,-29.34489552155944,-49.7374124485739,TORRES,RS
80250,-25.44185974493622,-49.278948218016005,CURITIBA,PR
04311,-23.63604206771887,-46.64041729600668,SAO PAULO,SP
02168,-23.519645575648664,-46.58021618083801,SAO PAULO,SP
83331,-25.44093468414226,-49.156763322782645,PINHAIS,PR
04857,-23.789674121011014,-46.68300028795658,SAO PAULO,SP
32372,-19.923117373573216,-44.026604708174794,CONTAGEM,MG
05635,-23.602634423538554,-46.73496677491484,SAO PAULO,SP
11721,-24.01064185873388,-46.45276632722605,PRAIA GRANDE,SP
11610,-23.8080654790524,-45.416167731894475,SAO SEBASTIAO,SP
88311,-26.882585974108604,-48.70488259710005,ITAJAI,SC
44460,-12.892450603531502,-38.67610061216638,ITAPARICA,BA
75262,-16.64458268267062,-49.140275763603626,SENADOR CANEDO,GO
36430,-20.78668491941758,-43.68929015407312,SANTANA DOS MONTES,MG
95590,-30.001805306571207,-50.15580993296951,TRAMANDAI,RS
35550,-20.473031501689473,-45.11111818447729,ITAPECERICA,MG
08142,-23.517063586733215,-46.38179230099831,SAO PAULO,SP
55030,-8.293953437388407,-35.976757934302455,CARUARU,PE
98380,-27.482518493437897,-53.40012396833673,SEBERI,RS
09040,-23.662673999999996,-46.53631300331821,SANTO ANDRE,SP
95200,-28.519941335807733,-50.94407623699238,VACARIA,RS
65393,-4.311864000000003,-46.465825733734455,BURITICUPU,MA
78285,-15.632566309286998,-58.18192738515928,SAO JOSE DOS QUATRO MARCOS,MT
20940,-22.89866520427097,-43.217239045953704,RIO DE JANEIRO,RJ
05364,-23.56968827338563,-46.750980630446065,SAO PAULO,SP
18135,-23.562141221720204,-47.12497943977151,SAO ROQUE,SP
19500,-22.147856216379864,-51.16442439019048,MARTINOPOLIS,SP
89020,-26.938644694702493,-49.05035254579032,BLUMENAU,SC
44044,-12.23441605755506,-38.95909031581689,FEIRA DE SANTANA,BA
31720,-19.834782275607346,-43.94959537440135,BELO HORIZONTE,MG
90690,-30.05249321371685,-51.191123657510495,PORTO ALEGRE,RS
03333,-23.555388216486804,-46.567611875238086,SAO PAULO,SP
05210,-23.415281727451084,-46.75231388259565,SAO PAULO,SP
79332,-19.010878907997327,-57.65927448882525,CORUMBA,MS
35930,-19.799744390112668,-43.17752175513169,JOO MONLEVADE,MG
90470,-30.032002907294164,-51.183948807259405,PORTO ALEGRE,RS
08090,-23.482104233971953,-46.427662225921864,SAO PAULO,SP
14790,-20.3285656933228,-48.30840456472582,GUAIRA,SP
18085,-23.46053781538038,-47.43956227400487,SOROCABA,SP
45055,-14.847727685881608,-40.88936242139331,VITORIA DA CONQUISTA,BA
83601,-25.464097713637443,-49.5273928555289,CAMPO LARGO,PR
91920,-30.11233960032322,-51.255970538028706,PORTO ALEGRE,RS
02519,-23.500833493543254,-46.6499805948346,SAO PAULO,SP
95540,-30.25906870419325,-50.50879499221252,PALMARES DO SUL,RS
15054,-20.789103889117417,-49.357167272884325,SO JOS DO RIO PRETO,SP
56503,-8.416308990444723,-37.06211080228975,ARCOVERDE,PE
12030,-23.034467797513557,-45.56871069937838,TAUBATE,SP
40820,-12.833224390093717,-38.467633500000005,SALVADOR,BA
03460,-23.56314270690752,-46.52191592561602,SAO PAULO,SP
18170,-23.705362945797205,-47.427790763889355,PIEDADE,SP
78705,-16.4641749045242,-54.642666384124865,RONDONPOLIS,MT
05886,-23.684206935051087,-46.79248841603673,SAO PAULO,SP
84950,-23.881131653912515,-49.80726745280626,WENCESLAU BRAZ,PR
11348,-23.951099107273546,-46.45418566929352,SAO VICENTE,SP
17025,-22.303340915613852,-49.05157509756514,BAURU,SP
17470,-22.419803901186267,-49.41019310277808,DUARTINA,SP
33833,-19.76227067654621,-44.125387627004194,RIBEIRO DAS NEVES,MG
08030,-23.50386593005943,-46.41973223550115,SO PAULO,SP
06774,-23.642713205661085,-46.80325003342379,TABOAO DA SERRA,SP
30451,-19.94946830169082,-43.968174114201695,BELO HORIZONTE,MG
99034,-28.276344669652087,-52.44815098706006,PASSO FUNDO,RS
03309,-23.5468930335853,-46.56869897253154,SAO PAULO,SP
13327,-23.17882324812285,-47.312615756229015,SALTO,SP
04654,-23.6605169411794,-46.67679623872869,SAO PAULO,SP
90810,-30.06570202969016,-51.232489522072775,PORTO ALEGRE,RS
09370,-23.684402474032083,-46.46408374854289,MAUA,SP
02562,-23.487090736886145,-46.67318640091752,SAO PAULO,SP
06766,-23.626466759362952,-46.77361202109183,TABOAO DA SERRA,SP
78425,-14.494206884775023,-57.00049182020524,SANTO AFONSO,MT
86050,-23.331043778111702,-51.17743350000001,LONDRINA,PR
26022,-22.7301525,-43.45064549999999,NOVA IGUACU,RJ
89680,-27.023863631827066,-51.89896511601185,IRANI,SC
38610,-16.37706814894208,-46.889435530681865,UNAI,MG
08461,-23.558782902590966,-46.40398788842405,SAO PAULO,SP
03676,-23.51741951096427,-46.49340982944776,SAO PAULO,SP
06900,-23.876910847452315,-46.79684236517484,EMBUGUACU,SP
12902,-22.962824672523777,-46.55418322518916,BRAGANCA PAULISTA,SP
05409,-23.559899301690827,-46.67388762600266,SAO PAULO,SP
80320,-25.455808093521473,-49.30320742186273,CURITIBA,PR
75840,-17.328190119782423,-53.19928074161355,SANTA RITA DO ARAGUAIA,GO
05083,-23.531750591176625,-46.71736102553521,SAO PAULO,SP
78575,-11.25737531329552,-57.50434565664776,JUARA,MT
05664,-23.61806697685905,-46.722484775007786,SO PAULO,SP
